Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
4776,Wood,Indoor,8.7,14.9,Folding,Reinforced,Industrial,Low,Humid,Yes,None,None
4777,Composite,Indoor,6.3,15.4,Automatic,Reinforced,Industrial,High,Hot,No,Overhead,None
4778,Composite,Outdoor,5.1,10.8,Swinging,Advanced Lock,Industrial,Medium,Hot,No,Underground,Large
4779,Metal,Outdoor,7.4,14.5,Sliding,Standard Lock,Residential,Low,All,Yes,Underground,Large
4780,Composite,Indoor,9.3,12.2,Automatic,Simple Latch,Commercial,Medium,Cold,No,Underground,Large
4781,Glass,Outdoor,9.5,13.7,Sliding,Standard Lock,Commercial,Medium,All,No,Overhead,None
4782,Wood,Indoor,9.8,13.1,Swinging,Simple Latch,Industrial,Low,Humid,Yes,None,Large
4783,Composite,Indoor,9.4,14.3,Sliding,Reinforced,Commercial,High,Humid,No,Underground,None
4784,Composite,Outdoor,7.9,6.4,Folding,Advanced Lock,Residential,Low,Hot,No,Underground,Small
4785,Metal,Outdoor,7.2,7.6,Automatic,Advanced Lock,Commercial,Medium,Hot,No,Overhead,Small
4786,Glass,Outdoor,8.9,10.5,Swinging,Reinforced,Commercial,High,Humid,Yes,Overhead,Medium
4787,Composite,Indoor,8.7,10.6,Automatic,Simple Latch,Residential,High,Hot,Yes,None,Large
4788,Metal,Outdoor,7.7,16.2,Folding,Standard Lock,Residential,Medium,Humid,Yes,None,None
4789,Composite,Outdoor,5.4,9.2,Swinging,Simple Latch,Commercial,Low,All,No,None,None
4790,Metal,Indoor,9.6,5.8,Sliding,Advanced Lock,Commercial,Low,All,Yes,Overhead,Medium
4791,Metal,Indoor,7.3,7.3,Automatic,Standard Lock,Commercial,Medium,All,Yes,Underground,Small
4792,Glass,Outdoor,6.8,6.7,Swinging,Standard Lock,Industrial,Low,All,No,Underground,Medium
4793,Composite,Indoor,8.1,15.4,Swinging,Simple Latch,Residential,Low,Hot,Yes,Overhead,None
4794,Glass,Indoor,8.4,11.0,Folding,Simple Latch,Industrial,Low,Hot,Yes,None,None
4795,Metal,Indoor,6.1,15.0,Swinging,Simple Latch,Industrial,High,Cold,No,Underground,Small
4796,Wood,Outdoor,9.2,10.1,Swinging,Standard Lock,Industrial,High,Humid,Yes,Underground,Large
4797,Composite,Outdoor,6.4,18.1,Folding,Reinforced,Industrial,Low,Humid,Yes,Overhead,Medium
4798,Wood,Indoor,5.9,19.7,Sliding,Standard Lock,Commercial,Medium,Hot,No,None,Large
4799,Composite,Indoor,7.0,14.4,Sliding,Advanced Lock,Residential,Medium,Cold,Yes,Underground,Small
4800,Glass,Indoor,8.7,17.7,Swinging,Reinforced,Commercial,Medium,All,Yes,None,Medium
4801,Glass,Outdoor,9.8,11.6,Sliding,Reinforced,Residential,Medium,Humid,No,Overhead,Medium
4802,Glass,Indoor,9.0,18.9,Folding,Simple Latch,Industrial,Low,All,No,Overhead,Large
4803,Glass,Indoor,9.7,17.1,Sliding,Standard Lock,Residential,Low,Hot,Yes,None,None
4804,Glass,Outdoor,5.7,19.9,Swinging,Advanced Lock,Residential,Medium,Hot,No,Underground,Large
4805,Wood,Indoor,5.4,13.6,Folding,Standard Lock,Residential,Low,Cold,No,Underground,Large
4806,Glass,Outdoor,7.8,16.2,Sliding,Simple Latch,Residential,Medium,All,Yes,Underground,None
4807,Metal,Outdoor,6.5,12.2,Automatic,Standard Lock,Commercial,Medium,Humid,No,None,Medium
4808,Metal,Outdoor,9.1,7.4,Automatic,Advanced Lock,Industrial,High,Humid,No,None,None
4809,Wood,Indoor,8.4,9.0,Folding,Simple Latch,Commercial,Medium,Hot,Yes,Underground,None
4810,Composite,Indoor,9.9,18.2,Sliding,Standard Lock,Industrial,High,Hot,No,Overhead,Small
4811,Metal,Outdoor,6.3,4.0,Swinging,Advanced Lock,Commercial,Medium,All,Yes,Overhead,Large
4812,Composite,Indoor,7.4,13.1,Automatic,Advanced Lock,Commercial,Low,Cold,Yes,Underground,Large
4813,Wood,Outdoor,7.5,9.3,Sliding,Simple Latch,Commercial,High,All,No,None,Small
4814,Composite,Indoor,6.2,9.6,Sliding,Simple Latch,Residential,Low,All,Yes,Underground,None
4815,Composite,Outdoor,8.0,18.0,Swinging,Reinforced,Residential,Medium,Humid,No,Overhead,Medium
4816,Composite,Outdoor,7.2,17.5,Swinging,Reinforced,Residential,High,Humid,Yes,Overhead,Medium
4817,Composite,Indoor,7.2,13.2,Sliding,Advanced Lock,Residential,Medium,Cold,Yes,Overhead,Small
4818,Wood,Indoor,6.8,7.6,Swinging,Simple Latch,Commercial,Medium,Humid,No,Underground,None
4819,Metal,Indoor,5.1,11.1,Folding,Simple Latch,Commercial,Low,Cold,No,Underground,Large
4820,Glass,Indoor,7.6,9.9,Automatic,Standard Lock,Industrial,High,Humid,No,Overhead,None
4821,Composite,Outdoor,6.7,9.0,Automatic,Standard Lock,Residential,Low,Cold,No,Overhead,Medium
4822,Metal,Outdoor,5.0,4.7,Sliding,Standard Lock,Residential,Low,Cold,Yes,Overhead,Large
4823,Metal,Indoor,6.5,12.2,Sliding,Standard Lock,Residential,High,Hot,Yes,Overhead,None
4824,Wood,Indoor,6.4,8.1,Swinging,Reinforced,Residential,Low,All,No,None,Large
4825,Metal,Outdoor,7.0,14.2,Automatic,Standard Lock,Residential,Medium,All,Yes,Underground,Small
4826,Wood,Indoor,5.7,8.4,Swinging,Simple Latch,Residential,High,All,No,None,None
4827,Composite,Indoor,7.5,10.3,Sliding,Advanced Lock,Commercial,High,Humid,No,Overhead,None
4828,Composite,Indoor,8.5,3.9,Sliding,Advanced Lock,Residential,High,Hot,Yes,Overhead,Medium
4829,Glass,Indoor,8.2,19.9,Sliding,Advanced Lock,Residential,High,Cold,Yes,None,Small
4830,Glass,Outdoor,9.0,11.6,Sliding,Reinforced,Commercial,High,Cold,No,None,Medium
4831,Glass,Outdoor,7.3,3.4,Sliding,Advanced Lock,Industrial,High,Cold,Yes,None,Large
4832,Metal,Indoor,7.6,12.2,Sliding,Reinforced,Commercial,Medium,Humid,No,Overhead,None
4833,Composite,Outdoor,9.1,17.8,Folding,Reinforced,Residential,High,All,No,Underground,Large
4834,Wood,Indoor,7.1,16.1,Folding,Advanced Lock,Commercial,Low,Hot,No,Underground,Medium
4835,Glass,Indoor,8.5,14.9,Swinging,Reinforced,Residential,Low,Cold,No,None,None
4836,Wood,Indoor,7.2,5.4,Folding,Standard Lock,Commercial,Low,Humid,Yes,None,Medium
4837,Wood,Outdoor,7.1,14.2,Swinging,Standard Lock,Industrial,High,Cold,Yes,None,Large
4838,Glass,Outdoor,8.8,16.0,Swinging,Standard Lock,Residential,Low,Cold,Yes,Overhead,Large
4839,Composite,Outdoor,5.9,12.7,Folding,Reinforced,Commercial,Medium,Cold,No,None,Small
4840,Glass,Outdoor,6.7,18.2,Automatic,Standard Lock,Commercial,Low,Cold,No,Overhead,Large
4841,Wood,Outdoor,6.1,7.7,Swinging,Advanced Lock,Commercial,High,Hot,No,Underground,None
4842,Glass,Indoor,6.8,7.1,Sliding,Advanced Lock,Residential,Medium,Cold,No,Overhead,Large
4843,Wood,Indoor,6.2,17.8,Swinging,Reinforced,Commercial,Medium,Cold,Yes,None,Medium
4844,Wood,Outdoor,7.9,13.6,Swinging,Reinforced,Residential,Medium,Hot,No,Overhead,None
4845,Glass,Outdoor,9.0,3.0,Automatic,Standard Lock,Residential,Low,Hot,No,Overhead,None
4846,Metal,Outdoor,8.9,9.0,Sliding,Simple Latch,Industrial,Low,Cold,No,Overhead,Small
4847,Glass,Indoor,6.8,17.6,Automatic,Advanced Lock,Industrial,High,Hot,Yes,Overhead,Small
4848,Metal,Outdoor,9.9,3.5,Automatic,Simple Latch,Commercial,Medium,All,No,Overhead,Medium
4849,Wood,Indoor,8.0,3.1,Automatic,Standard Lock,Residential,High,Hot,Yes,Overhead,None
4850,Wood,Indoor,7.0,7.8,Swinging,Reinforced,Commercial,High,All,No,Underground,Medium
4851,Metal,Outdoor,9.2,18.5,Sliding,Standard Lock,Residential,High,Hot,Yes,Underground,Small
4852,Wood,Indoor,8.6,18.3,Sliding,Simple Latch,Residential,Medium,Hot,No,Underground,Medium
4853,Metal,Indoor,8.7,11.8,Automatic,Standard Lock,Commercial,Medium,Cold,Yes,None,Medium
4854,Metal,Outdoor,6.0,12.4,Folding,Reinforced,Residential,High,Humid,Yes,Underground,Small
4855,Wood,Indoor,7.3,8.6,Sliding,Simple Latch,Commercial,Medium,Humid,Yes,None,None
4856,Composite,Outdoor,9.3,7.1,Sliding,Standard Lock,Residential,Low,Cold,No,Underground,Medium
4857,Metal,Indoor,7.5,16.9,Automatic,Reinforced,Commercial,Medium,Humid,Yes,Overhead,Medium
4858,Glass,Outdoor,8.4,4.8,Swinging,Standard Lock,Commercial,Low,All,Yes,Overhead,None
4859,Glass,Outdoor,7.9,11.3,Automatic,Standard Lock,Industrial,Medium,All,Yes,Underground,Small
4860,Wood,Indoor,9.2,13.8,Folding,Reinforced,Industrial,High,Hot,Yes,Underground,None
4861,Composite,Outdoor,6.4,4.8,Folding,Reinforced,Residential,High,Humid,Yes,None,Small
4862,Wood,Indoor,7.9,11.8,Automatic,Standard Lock,Commercial,Low,Cold,Yes,None,Medium
4863,Composite,Indoor,5.6,12.8,Folding,Advanced Lock,Commercial,Low,All,Yes,None,None
4864,Metal,Outdoor,8.5,15.6,Swinging,Standard Lock,Commercial,Medium,Humid,Yes,Overhead,Large
4865,Metal,Indoor,8.7,7.0,Swinging,Reinforced,Commercial,Low,Cold,No,Underground,Large
4866,Metal,Outdoor,5.2,8.0,Swinging,Advanced Lock,Commercial,High,Humid,Yes,None,Medium
4867,Metal,Indoor,8.4,12.7,Folding,Reinforced,Residential,Medium,Hot,Yes,Underground,Medium
4868,Glass,Indoor,7.1,19.7,Swinging,Standard Lock,Industrial,Low,Hot,Yes,Underground,Large
4869,Glass,Outdoor,5.6,6.7,Automatic,Simple Latch,Commercial,High,Hot,Yes,Underground,None
4870,Wood,Indoor,7.1,19.8,Swinging,Reinforced,Commercial,High,All,Yes,Overhead,None
4871,Composite,Indoor,6.0,15.1,Folding,Reinforced,Commercial,Medium,Humid,No,Overhead,None
4872,Metal,Indoor,7.1,17.0,Sliding,Simple Latch,Residential,Medium,All,No,None,Small
4873,Metal,Indoor,6.9,4.5,Folding,Reinforced,Industrial,Medium,All,Yes,Underground,Large
4874,Composite,Indoor,8.7,8.1,Automatic,Reinforced,Industrial,Medium,Humid,No,None,Large
4875,Composite,Indoor,8.9,4.0,Automatic,Reinforced,Commercial,Low,Humid,No,Underground,Small
4876,Wood,Indoor,8.0,9.3,Folding,Simple Latch,Residential,Medium,Hot,No,Underground,Medium
4877,Composite,Indoor,5.1,19.7,Swinging,Standard Lock,Industrial,Low,Humid,No,Underground,Small
4878,Metal,Outdoor,9.7,4.8,Swinging,Reinforced,Industrial,High,All,Yes,Overhead,None
4879,Metal,Indoor,8.4,12.6,Sliding,Advanced Lock,Residential,Medium,Humid,No,Overhead,Medium
4880,Metal,Indoor,5.2,3.1,Swinging,Standard Lock,Industrial,Medium,All,No,Underground,Medium
4881,Metal,Outdoor,9.1,15.1,Automatic,Standard Lock,Residential,Medium,Cold,Yes,None,Large
4882,Metal,Outdoor,6.0,6.4,Swinging,Advanced Lock,Industrial,Medium,Hot,Yes,None,Small
4883,Wood,Outdoor,7.9,5.2,Folding,Advanced Lock,Residential,Medium,Humid,Yes,Overhead,Medium
4884,Metal,Indoor,7.3,8.7,Folding,Advanced Lock,Commercial,Medium,All,Yes,Underground,Small
4885,Wood,Outdoor,7.1,16.1,Sliding,Simple Latch,Industrial,Medium,All,No,Overhead,Medium
4886,Metal,Outdoor,9.4,4.8,Automatic,Reinforced,Industrial,Low,Cold,No,None,None
4887,Glass,Indoor,7.2,6.9,Folding,Standard Lock,Industrial,Medium,Cold,No,None,Small
4888,Glass,Indoor,5.4,3.1,Automatic,Advanced Lock,Residential,Medium,Cold,No,Overhead,None
4889,Glass,Outdoor,9.7,19.5,Swinging,Reinforced,Industrial,Medium,Hot,No,Underground,Small
4890,Glass,Outdoor,9.6,13.1,Sliding,Reinforced,Industrial,Low,All,No,Overhead,Medium
4891,Wood,Indoor,8.4,15.2,Sliding,Simple Latch,Residential,Medium,Cold,Yes,Overhead,Small
4892,Wood,Indoor,7.3,14.1,Swinging,Standard Lock,Industrial,Medium,All,No,Overhead,Medium
4893,Composite,Indoor,5.5,5.5,Folding,Reinforced,Industrial,High,Hot,Yes,Underground,Medium
4894,Metal,Indoor,9.0,13.1,Automatic,Advanced Lock,Residential,Medium,Cold,No,Underground,Small
4895,Glass,Indoor,5.4,5.2,Automatic,Advanced Lock,Residential,High,Humid,Yes,None,Large
4896,Wood,Outdoor,5.3,9.8,Automatic,Simple Latch,Residential,High,All,Yes,Underground,None
4897,Metal,Indoor,7.7,12.7,Folding,Advanced Lock,Industrial,Medium,Hot,Yes,Underground,Small
4898,Metal,Indoor,5.8,12.5,Swinging,Advanced Lock,Commercial,Medium,Hot,No,Underground,Medium
4899,Wood,Indoor,5.0,5.0,Automatic,Simple Latch,Residential,Medium,Humid,No,Overhead,Medium
4900,Glass,Indoor,7.1,3.6,Folding,Simple Latch,Industrial,High,All,No,None,None
4901,Composite,Indoor,5.7,16.6,Automatic,Advanced Lock,Commercial,Low,Cold,No,None,Medium
4902,Metal,Outdoor,5.8,15.3,Folding,Standard Lock,Commercial,Low,Hot,No,Overhead,Small
4903,Composite,Indoor,5.4,4.4,Swinging,Standard Lock,Residential,Medium,Hot,Yes,None,Large
4904,Glass,Outdoor,6.0,5.2,Automatic,Simple Latch,Residential,Medium,All,No,Overhead,Large
4905,Glass,Indoor,8.6,18.2,Swinging,Standard Lock,Residential,High,Hot,Yes,Overhead,None
4906,Composite,Outdoor,9.0,16.1,Sliding,Standard Lock,Residential,High,Hot,Yes,Underground,Medium
4907,Glass,Outdoor,7.3,19.9,Folding,Standard Lock,Residential,Low,Hot,No,Underground,None
4908,Metal,Indoor,7.5,7.3,Sliding,Simple Latch,Industrial,High,Humid,No,Underground,None
4909,Composite,Indoor,5.2,11.3,Swinging,Standard Lock,Industrial,Low,Hot,Yes,None,Medium
4910,Glass,Indoor,5.3,7.0,Swinging,Advanced Lock,Residential,Medium,Hot,No,Underground,Large
4911,Composite,Indoor,6.3,13.6,Swinging,Advanced Lock,Industrial,Low,Humid,Yes,None,Medium
4912,Metal,Indoor,7.7,5.0,Automatic,Simple Latch,Residential,Low,Cold,Yes,Underground,None
4913,Glass,Outdoor,8.7,5.2,Automatic,Standard Lock,Residential,Medium,Hot,No,Underground,Medium
4914,Metal,Indoor,8.0,4.2,Swinging,Reinforced,Commercial,Low,Humid,Yes,None,None
4915,Glass,Indoor,7.0,14.8,Swinging,Reinforced,Residential,High,Humid,No,None,Medium
4916,Wood,Outdoor,5.6,11.4,Automatic,Advanced Lock,Commercial,High,Cold,No,Underground,Medium
4917,Glass,Indoor,8.9,13.5,Automatic,Advanced Lock,Industrial,Medium,All,Yes,Overhead,None
4918,Composite,Outdoor,6.8,17.9,Folding,Reinforced,Residential,Medium,Hot,No,None,Large
4919,Glass,Indoor,8.7,15.6,Swinging,Simple Latch,Commercial,High,Hot,Yes,None,Large
4920,Metal,Outdoor,7.6,10.8,Automatic,Standard Lock,Commercial,High,Cold,No,Underground,Large
4921,Metal,Indoor,8.7,19.7,Automatic,Reinforced,Industrial,High,Humid,Yes,Underground,None
4922,Glass,Outdoor,9.5,10.8,Sliding,Standard Lock,Commercial,High,All,No,None,None
4923,Composite,Outdoor,9.6,4.9,Swinging,Reinforced,Residential,Low,Humid,No,Underground,Small
4924,Wood,Indoor,7.7,19.9,Swinging,Advanced Lock,Residential,High,Humid,Yes,Overhead,Large
4925,Composite,Indoor,7.6,3.4,Automatic,Standard Lock,Commercial,Medium,Cold,No,None,Medium
4926,Wood,Indoor,6.3,12.3,Sliding,Simple Latch,Residential,Medium,Cold,No,Overhead,Small
4927,Metal,Outdoor,9.7,8.3,Folding,Standard Lock,Residential,High,All,Yes,None,None
4928,Composite,Outdoor,7.3,11.6,Swinging,Standard Lock,Commercial,Low,Humid,No,Overhead,Medium
4929,Wood,Outdoor,5.6,12.5,Folding,Reinforced,Industrial,High,Hot,No,Underground,None
4930,Glass,Indoor,7.2,7.1,Swinging,Simple Latch,Industrial,High,Hot,Yes,Underground,Medium
4931,Metal,Indoor,5.6,12.5,Automatic,Advanced Lock,Residential,Medium,Humid,No,None,Small
4932,Glass,Outdoor,7.5,15.9,Folding,Standard Lock,Commercial,Medium,Hot,No,None,Medium
4933,Metal,Indoor,7.8,7.5,Swinging,Standard Lock,Residential,Low,Humid,No,Overhead,Medium
4934,Composite,Outdoor,6.7,9.5,Folding,Reinforced,Residential,Low,Humid,No,Underground,Small
4935,Composite,Indoor,5.4,7.6,Automatic,Advanced Lock,Commercial,Low,All,No,Underground,None
4936,Metal,Indoor,9.7,16.9,Sliding,Reinforced,Industrial,Medium,Hot,No,Overhead,Large
4937,Metal,Outdoor,8.9,15.3,Sliding,Simple Latch,Residential,Low,All,No,None,None
4938,Metal,Indoor,9.2,17.8,Folding,Advanced Lock,Industrial,High,Hot,Yes,Overhead,None
4939,Composite,Indoor,6.8,5.9,Folding,Simple Latch,Residential,High,Cold,No,Overhead,None
4940,Wood,Indoor,8.8,4.3,Folding,Reinforced,Commercial,Medium,All,Yes,Overhead,Medium
4941,Glass,Indoor,7.4,5.0,Swinging,Advanced Lock,Commercial,High,Hot,Yes,Overhead,Large
4942,Glass,Indoor,6.0,5.7,Automatic,Simple Latch,Industrial,Low,Hot,No,None,Medium
4943,Composite,Outdoor,5.6,12.1,Folding,Simple Latch,Residential,High,Hot,Yes,Overhead,Medium
4944,Glass,Indoor,6.7,19.5,Sliding,Reinforced,Commercial,Low,Hot,Yes,Underground,None
4945,Metal,Outdoor,5.7,9.1,Swinging,Advanced Lock,Residential,Low,Humid,Yes,None,Medium
4946,Wood,Indoor,10.0,19.3,Folding,Simple Latch,Residential,Low,All,No,Overhead,None
4947,Glass,Indoor,5.2,3.6,Swinging,Standard Lock,Industrial,High,Hot,Yes,Overhead,Small
4948,Wood,Outdoor,7.2,18.8,Folding,Advanced Lock,Residential,Medium,Humid,Yes,Underground,Large
4949,Metal,Outdoor,7.3,6.1,Folding,Advanced Lock,Residential,Low,All,No,Overhead,None
4950,Glass,Indoor,6.5,18.5,Swinging,Standard Lock,Industrial,High,Humid,Yes,Underground,None
4951,Composite,Indoor,7.9,4.0,Automatic,Advanced Lock,Commercial,Medium,Cold,Yes,Underground,Medium
4952,Wood,Outdoor,5.7,19.1,Automatic,Advanced Lock,Residential,High,All,Yes,Overhead,None
4953,Metal,Outdoor,8.9,6.4,Sliding,Standard Lock,Residential,Medium,Humid,Yes,None,Large
4954,Wood,Outdoor,6.7,8.1,Automatic,Reinforced,Commercial,High,All,Yes,None,None
4955,Glass,Outdoor,8.0,11.3,Automatic,Simple Latch,Industrial,Low,Hot,No,Overhead,Medium
4956,Glass,Indoor,8.6,9.5,Swinging,Standard Lock,Commercial,High,Cold,No,Overhead,Small
4957,Composite,Indoor,9.4,14.3,Swinging,Advanced Lock,Residential,Medium,Cold,No,None,Large
4958,Metal,Indoor,9.2,19.6,Sliding,Simple Latch,Residential,Low,Cold,No,Overhead,None
4959,Metal,Indoor,8.0,13.3,Folding,Simple Latch,Industrial,Low,Humid,Yes,Overhead,Small
4960,Composite,Indoor,6.9,15.3,Swinging,Simple Latch,Industrial,High,Humid,No,Underground,Large
4961,Composite,Outdoor,7.5,4.5,Swinging,Reinforced,Commercial,Low,Humid,No,None,Large
4962,Metal,Outdoor,8.8,13.7,Swinging,Advanced Lock,Industrial,Medium,Cold,No,Underground,None
4963,Wood,Outdoor,9.4,10.7,Automatic,Advanced Lock,Commercial,Low,All,No,None,Large
4964,Wood,Indoor,5.5,18.1,Swinging,Simple Latch,Commercial,Medium,All,Yes,Underground,Medium
4965,Composite,Outdoor,6.9,9.6,Sliding,Simple Latch,Residential,Medium,Humid,No,None,Small
4966,Wood,Indoor,8.9,14.6,Sliding,Reinforced,Commercial,Medium,All,No,None,None
4967,Metal,Indoor,7.2,6.9,Swinging,Reinforced,Commercial,Low,Humid,No,Underground,Medium
4968,Glass,Indoor,6.7,7.4,Folding,Simple Latch,Industrial,Low,All,Yes,Overhead,Medium
4969,Glass,Outdoor,7.1,9.4,Swinging,Advanced Lock,Industrial,High,All,No,None,Small
4970,Wood,Indoor,8.0,8.2,Sliding,Standard Lock,Residential,Medium,Cold,Yes,Overhead,Large
4971,Composite,Indoor,10.0,7.3,Folding,Reinforced,Residential,Medium,All,No,Overhead,Small
4972,Composite,Outdoor,7.5,3.8,Automatic,Advanced Lock,Residential,High,Cold,No,Underground,Medium
4973,Composite,Indoor,6.0,17.2,Swinging,Reinforced,Commercial,High,Hot,Yes,Overhead,None
4974,Composite,Outdoor,5.8,4.1,Sliding,Advanced Lock,Industrial,Medium,All,Yes,Overhead,Medium
4975,Composite,Indoor,5.2,18.1,Automatic,Simple Latch,Commercial,Medium,All,No,None,Large
4976,Wood,Outdoor,7.8,5.1,Sliding,Reinforced,Residential,High,Cold,No,None,None
4977,Glass,Indoor,7.7,4.1,Automatic,Standard Lock,Industrial,Low,Cold,No,None,Medium
4978,Glass,Indoor,6.0,12.6,Sliding,Simple Latch,Commercial,High,Cold,Yes,Overhead,Medium
4979,Wood,Outdoor,8.5,11.5,Sliding,Reinforced,Industrial,Medium,Hot,Yes,None,None
4980,Composite,Indoor,8.7,11.4,Automatic,Simple Latch,Commercial,Medium,Hot,Yes,None,None
4981,Wood,Outdoor,6.3,12.8,Swinging,Standard Lock,Residential,Low,Hot,Yes,None,Medium
4982,Glass,Indoor,6.7,7.9,Sliding,Reinforced,Commercial,Medium,Cold,Yes,Underground,Medium
4983,Metal,Outdoor,10.0,14.3,Folding,Reinforced,Commercial,Medium,Hot,Yes,Overhead,Medium
4984,Wood,Indoor,6.9,11.5,Swinging,Reinforced,Residential,High,All,No,Underground,None
4985,Composite,Indoor,8.8,8.7,Folding,Advanced Lock,Residential,Low,All,No,Underground,Medium
4986,Glass,Indoor,7.3,17.1,Sliding,Advanced Lock,Commercial,High,Cold,No,Underground,Small
4987,Glass,Outdoor,9.0,15.4,Automatic,Reinforced,Commercial,Low,Humid,Yes,None,Medium
4988,Glass,Outdoor,8.8,9.7,Swinging,Simple Latch,Commercial,Medium,All,No,Underground,Large
4989,Glass,Outdoor,8.3,17.4,Automatic,Simple Latch,Residential,High,Hot,No,Overhead,None
4990,Composite,Outdoor,9.3,18.6,Automatic,Reinforced,Residential,High,Humid,Yes,Underground,Large
4991,Metal,Outdoor,9.7,12.1,Folding,Standard Lock,Residential,High,All,No,Underground,Small
4992,Glass,Indoor,7.9,6.7,Folding,Standard Lock,Industrial,Low,All,Yes,Overhead,Medium
4993,Wood,Indoor,6.2,18.6,Swinging,Standard Lock,Industrial,Medium,All,Yes,None,None
4994,Metal,Indoor,7.0,6.2,Swinging,Advanced Lock,Residential,Medium,Cold,No,Underground,Small
4995,Glass,Indoor,8.8,3.8,Swinging,Advanced Lock,Industrial,Low,Humid,No,Overhead,Small
4996,Metal,Indoor,8.3,8.6,Folding,Advanced Lock,Industrial,High,Hot,No,Underground,Large
4997,Wood,Outdoor,5.9,15.4,Folding,Advanced Lock,Commercial,Medium,All,No,Underground,Large
4998,Glass,Indoor,5.3,18.7,Automatic,Simple Latch,Commercial,Medium,Hot,Yes,None,None
4999,Wood,Outdoor,8.4,13.8,Automatic,Reinforced,Commercial,High,Cold,Yes,Overhead,Small
5000,Composite,Indoor,6.3,19.2,Automatic,Reinforced,Industrial,Low,Hot,Yes,Underground,Medium
5001,Glass,Outdoor,7.5,4.6,Swinging,Reinforced,Industrial,Medium,Humid,No,Underground,Large
5002,Glass,Outdoor,8.7,4.0,Sliding,Simple Latch,Commercial,High,Humid,No,Overhead,Medium
5003,Glass,Outdoor,7.8,13.3,Folding,Standard Lock,Commercial,High,Hot,Yes,Underground,Medium
5004,Glass,Indoor,5.4,19.4,Swinging,Standard Lock,Residential,High,Hot,Yes,None,None
5005,Composite,Indoor,5.9,11.5,Folding,Advanced Lock,Industrial,Low,Cold,No,Overhead,Small
5006,Glass,Indoor,6.1,3.9,Sliding,Advanced Lock,Commercial,Medium,Humid,No,None,Small
5007,Metal,Indoor,6.3,6.8,Folding,Simple Latch,Commercial,Low,All,No,Overhead,Medium
5008,Glass,Outdoor,7.8,7.2,Folding,Simple Latch,Commercial,Low,Hot,No,Underground,None
5009,Composite,Outdoor,7.5,8.7,Folding,Standard Lock,Industrial,High,Humid,Yes,Overhead,Large
5010,Glass,Outdoor,6.0,3.7,Automatic,Reinforced,Commercial,High,Cold,Yes,Overhead,Large
5011,Metal,Outdoor,5.3,18.4,Sliding,Reinforced,Commercial,High,All,Yes,Overhead,Large
5012,Composite,Indoor,5.9,11.8,Swinging,Simple Latch,Commercial,Low,Humid,No,Underground,Large
5013,Composite,Outdoor,9.9,14.4,Swinging,Simple Latch,Commercial,Medium,Cold,Yes,Underground,Medium
5014,Metal,Indoor,7.3,4.1,Swinging,Simple Latch,Commercial,High,All,Yes,None,Large
5015,Metal,Outdoor,9.3,3.9,Sliding,Advanced Lock,Residential,Medium,Humid,No,None,Large
5016,Metal,Outdoor,9.2,13.0,Folding,Reinforced,Commercial,Medium,Cold,No,Underground,Small
5017,Metal,Outdoor,7.6,18.1,Swinging,Simple Latch,Residential,Medium,Hot,No,Underground,Large
5018,Metal,Indoor,8.5,12.0,Sliding,Simple Latch,Industrial,High,Hot,No,Overhead,Small
5019,Composite,Indoor,6.0,17.9,Automatic,Advanced Lock,Industrial,Medium,Cold,No,Underground,Large
5020,Composite,Outdoor,8.4,16.8,Sliding,Simple Latch,Industrial,Low,All,Yes,None,Small
5021,Glass,Outdoor,6.4,4.3,Automatic,Reinforced,Industrial,Low,Humid,No,Underground,Medium
5022,Glass,Outdoor,9.2,6.4,Sliding,Advanced Lock,Industrial,Low,All,Yes,None,Large
5023,Wood,Indoor,5.4,14.2,Automatic,Simple Latch,Commercial,High,Humid,Yes,Underground,None
5024,Glass,Indoor,8.9,10.5,Swinging,Reinforced,Commercial,Low,Humid,No,Underground,None
5025,Glass,Indoor,5.5,7.9,Sliding,Reinforced,Industrial,Medium,All,No,Overhead,Small
5026,Metal,Outdoor,9.4,10.1,Automatic,Advanced Lock,Commercial,High,Hot,No,None,Large
5027,Metal,Indoor,6.5,10.6,Folding,Reinforced,Residential,High,Hot,Yes,Underground,Medium
5028,Glass,Outdoor,8.3,18.5,Swinging,Advanced Lock,Residential,Medium,Humid,Yes,Overhead,Medium
5029,Wood,Indoor,7.4,4.8,Swinging,Reinforced,Commercial,Low,Hot,No,Overhead,Medium
5030,Metal,Outdoor,6.8,7.8,Automatic,Simple Latch,Industrial,Medium,Hot,Yes,None,Medium
5031,Glass,Outdoor,8.2,12.1,Automatic,Advanced Lock,Industrial,Medium,Hot,No,Overhead,Large
5032,Glass,Indoor,9.7,14.9,Sliding,Reinforced,Residential,High,All,No,None,Medium
5033,Composite,Outdoor,5.2,13.7,Automatic,Advanced Lock,Commercial,Low,Cold,Yes,None,Large
5034,Wood,Outdoor,9.6,19.0,Automatic,Reinforced,Residential,Low,Cold,No,None,Medium
5035,Composite,Outdoor,8.0,16.5,Folding,Advanced Lock,Commercial,Low,Hot,Yes,Overhead,None
5036,Wood,Indoor,9.0,12.5,Swinging,Simple Latch,Industrial,Medium,Hot,No,Overhead,Large
5037,Metal,Outdoor,6.9,6.6,Automatic,Advanced Lock,Residential,High,All,No,None,Medium
